,d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,FIPS_wikidata,State_wikidata
2183,2183,19075,IA,Grundy County,3,768,Q486139,Q1546
2184,2184,38027,ND,Eddy County,9,229,Q48863,Q1207
2185,2185,54025,WV,Greenbrier County,7,5520,Q494203,Q1371
2186,2186,26047,MI,Emmet County,7,3841,Q491129,Q1166
2187,2187,49029,UT,Morgan County,2,493,Q26880,Q829
2188,2188,48439,TX,Tarrant County,1,270348,Q110412,Q1439
2189,2189,21119,KY,Knott County,9,5659,Q498058,Q1603
2190,2190,37009,NC,Ashe County,9,4307,Q491626,Q1454
2191,2191,17053,IL,Ford County,3,1472,Q486874,Q1204
2192,2192,27021,MN,Cass County,9,4445,Q111421,Q1527
2193,2193,54059,WV,Mingo County,6,6902,Q494598,Q1371
2194,2194,40023,OK,Choctaw County,7,3922,Q490745,Q1649
2195,2195,48117,TX,Deaf Smith County,6,3177,Q109804,Q1439
2196,2196,34009,NJ,Cape May County,3,10964,Q497795,Q1408
2197,2197,55085,WI,Oneida County,7,3352,Q497424,Q1537
2198,2198,5051,AR,Garland County,3,17037,N/A,Q1612
2199,2199,2122,AK,Kenai Peninsula Borough,7,6835,N/A,Q797
2200,2200,39031,OH,Coshocton County,6,4581,Q485532,Q1397
2201,2201,18067,IN,Howard County,3,12011,Q507353,Q1415
2202,2202,27013,MN,Blue Earth County,5,9397,Q110340,Q1527
2203,2203,36059,NY,Nassau County,1,82192,Q54064,Q1384
2204,2204,46103,SD,Pennington County,3,15515,Q495257,Q1211
2205,2205,48173,TX,Glasscock County,8,114,Q109293,Q1439
2206,2206,27129,MN,Renville County,9,1412,Q188275,Q1527
2207,2207,36067,NY,Onondaga County,2,65822,Q114904,Q1384
2208,2208,27023,MN,Chippewa County,7,1066,Q109846,Q1527
2209,2209,54037,WV,Jefferson County,1,5563,Q490946,Q1371
2210,2210,51003,VA,Albemarle County,3,8524,Q488653,Q1370
2211,2211,12121,FL,Suwannee County,6,8244,Q501036,Q812
2212,2212,37049,NC,Craven County,5,15047,Q529958,Q1454
2213,2213,12039,FL,Gadsden County,2,8906,Q501848,Q812
2214,2214,46015,SD,Brule County,9,652,Q489088,Q1211
2215,2215,46115,SD,Spink County,7,676,Q495239,Q1211
2216,2216,30025,MT,Fallon County,9,262,Q373575,Q1212
2217,2217,22023,LA,Cameron Parish,3,841,Q497964,Q1588
2218,2218,53021,WA,Franklin County,3,12972,Q118716,Q1223
2219,2219,37119,NC,Mecklenburg County,1,127889,Q507770,Q1454
2220,2220,46035,SD,Davison County,7,2069,Q488922,Q1211
2221,2221,54081,WV,Raleigh County,4,12684,Q501815,Q1371
2222,2222,27069,MN,Kittson County,9,466,Q486207,Q1527
2223,2223,12011,FL,Broward County,1,256027,Q494624,Q812
2224,2224,30055,MT,McCone County,9,261,Q497652,Q1212
2225,2225,48089,TX,Colorado County,6,2985,Q26885,Q1439
2226,2226,39047,OH,Fayette County,6,4489,Q490161,Q1397
2227,2227,41035,OR,Klamath County,5,12408,Q484388,Q824
2228,2228,31051,NE,Dixon County,3,480,Q490710,Q1553
2229,2229,37117,NC,Martin County,6,5175,Q505359,Q1454
2230,2230,8041,CO,El Paso County,2,76997,N/A,Q1261
2231,2231,47087,TN,Jackson County,8,2479,Q490306,Q1509
2232,2232,39005,OH,Ashland County,4,6235,Q403544,Q1397
2233,2233,17201,IL,Winnebago County,2,43858,Q110606,Q1204
2234,2234,20039,KS,Decatur County,9,404,Q376136,Q1558
2235,2235,38085,ND,Sioux County,8,1543,Q48850,Q1207
2236,2236,5065,AR,Izard County,9,2492,N/A,Q1612
2237,2237,37067,NC,Forsyth County,2,62994,Q509926,Q1454
2238,2238,36013,NY,Chautauqua County,4,23921,Q115061,Q1384
2239,2239,29195,MO,Saline County,6,3436,Q489793,Q1581
2240,2240,12009,FL,Brevard County,2,84028,Q488517,Q812
2241,2241,17129,IL,Menard County,3,1191,Q486503,Q1204
2242,2242,40025,OK,Cimarron County,9,381,Q485044,Q1649
2243,2243,56007,WY,Carbon County,7,1787,Q156452,Q1214
2244,2244,16027,ID,Canyon County,2,31525,Q486078,Q1221
2245,2245,40125,OK,Pottawatomie County,4,12400,Q495880,Q1649
2246,2246,5013,AR,Calhoun County,9,847,N/A,Q1612
2247,2247,13303,GA,Washington County,7,5063,Q498286,Q1428
2248,2248,6087,CA,Santa Cruz County,2,35339,N/A,Q99
2249,2249,18065,IN,Henry County,4,7244,Q506145,Q1415
2250,2250,48051,TX,Burleson County,3,2519,Q108821,Q1439
2251,2251,54029,WV,Hancock County,3,3876,Q504863,Q1371
2252,2252,28077,MS,Lawrence County,8,2502,Q491236,Q1494
2253,2253,47037,TN,Davidson County,1,99415,Q1177705,Q1509
2254,2254,47173,TN,Union County,2,4204,Q501935,Q1509
2255,2255,28127,MS,Simpson County,2,6095,Q490488,Q1494
2256,2256,51029,VA,Buckingham County,8,2613,Q495204,Q1370
2257,2257,19127,IA,Marshall County,4,4755,Q485980,Q1546
2258,2258,6025,CA,Imperial County,3,40601,N/A,Q99
2259,2259,28139,MS,Tippah County,7,5409,Q484648,Q1494
2260,2260,20129,KS,Morton County,9,342,Q377181,Q1558
2261,2261,38075,ND,Renville County,9,205,Q48831,Q1207
2262,2262,30075,MT,Powder River County,9,183,Q496242,Q1212
2263,2263,5023,AR,Cleburne County,6,4047,N/A,Q1612
2264,2264,17113,IL,McLean County,3,20429,Q111400,Q1204
2265,2265,36097,NY,Schuyler County,6,2684,Q71190,Q1384
2266,2266,1007,AL,Bibb County,1,4099,N/A,Q173
2267,2267,2090,AK,Fairbanks North Star Borough,3,8144,N/A,Q797
2268,2268,32031,NV,Washoe County,2,56064,Q484340,Q1227
2269,2269,13173,GA,Lanier County,3,2316,Q492070,Q1428
2270,2270,1011,AL,Bullock County,6,2841,N/A,Q173
2271,2271,26043,MI,Dickinson County,5,3195,Q491126,Q1166
2272,2272,20075,KS,Hamilton County,9,341,Q377157,Q1558
2273,2273,6095,CA,Solano County,2,48701,N/A,Q99
2274,2274,21153,KY,Magoffin County,9,3993,Q503554,Q1603
2275,2275,8007,CO,Archuleta County,7,1523,N/A,Q1261
2276,2276,46071,SD,Jackson County,8,1011,Q495620,Q1211
2277,2277,22107,LA,Tensas Parish,9,1444,Q512911,Q1588
2278,2278,48231,TX,Hunt County,1,14584,Q111729,Q1439
2279,2279,29099,MO,Jefferson County,1,22484,Q489993,Q1581
2280,2280,30027,MT,Fergus County,7,1619,Q496693,Q1212
2281,2281,51550,VA,Chesapeake city,1,20071,Q49222,Q1370
2282,2282,47033,TN,Crockett County,8,2491,Q495022,Q1509
2283,2283,48295,TX,Lipscomb County,9,426,Q112584,Q1439
2284,2284,38011,ND,Bowman County,9,262,Q28274,Q1207
2285,2285,47083,TN,Houston County,8,1413,Q502368,Q1509
2286,2286,37183,NC,Wake County,2,94001,Q506215,Q1454
2287,2287,33007,NH,Coos County,7,4072,Q54447,Q759
2288,2288,26161,MI,Washtenaw County,2,49933,Q137916,Q1166
2289,2289,29129,MO,Mercer County,9,498,Q490140,Q1581
2290,2290,17067,IL,Hancock County,7,2186,Q265079,Q1204
2291,2291,47005,TN,Benton County,7,2831,Q494806,Q1509
2292,2292,29033,MO,Carroll County,6,1462,Q490757,Q1581
2293,2293,5009,AR,Boone County,7,5670,N/A,Q1612
2294,2294,42075,PA,Lebanon County,3,13361,Q781165,Q1400
2295,2295,46041,SD,Dewey County,9,1571,Q489092,Q1211
2296,2296,22125,LA,West Feliciana Parish,2,2372,Q512993,Q1588
2297,2297,48119,TX,Delta County,1,953,Q109289,Q1439
2298,2298,6103,CA,Tehama County,4,13060,N/A,Q99
2299,2299,1133,AL,Winston County,6,4061,N/A,Q173
2300,2300,51041,VA,Chesterfield County,1,23468,Q340608,Q1370
2301,2301,39071,OH,Highland County,6,8410,Q490144,Q1397
2302,2302,40135,OK,Sequoyah County,2,7978,Q495845,Q1649
2303,2303,13313,GA,Whitfield County,3,16688,Q491537,Q1428
2304,2304,5039,AR,Dallas County,6,1464,N/A,Q1612
2305,2305,40017,OK,Canadian County,1,11232,Q486614,Q1649
2306,2306,26059,MI,Hillsdale County,6,6395,Q490656,Q1166
2307,2307,48169,TX,Garza County,6,1290,Q111663,Q1439
2308,2308,37185,NC,Warren County,8,4999,Q507853,Q1454
2309,2309,48121,TX,Denton County,1,65057,Q109265,Q1439
2310,2310,47031,TN,Coffee County,4,7705,Q495013,Q1509
2311,2311,39077,OH,Huron County,4,7043,Q336167,Q1397
2312,2312,13209,GA,Montgomery County,9,1898,Q493125,Q1428
2313,2313,31013,NE,Box Butte County,7,1269,Q484282,Q1553
2314,2314,50003,VT,Bennington County,6,4815,Q511647,Q16551
2315,2315,46043,SD,Douglas County,9,309,Q489259,Q1211
2316,2316,47189,TN,Wilson County,1,10632,Q501606,Q1509
2317,2317,34013,NJ,Essex County,1,126492,Q128077,Q1408
2318,2318,20073,KS,Greenwood County,6,895,Q375008,Q1558
2319,2319,30109,MT,Wibaux County,9,116,Q496109,Q1212
2320,2320,21079,KY,Garrard County,6,2784,Q491988,Q1603
2321,2321,21087,KY,Green County,8,2223,Q486087,Q1603
2322,2322,20001,KS,Allen County,7,1907,Q376562,Q1558
2323,2323,27055,MN,Houston County,3,1585,Q486288,Q1527
2324,2324,45039,SC,Fairfield County,2,4715,Q505975,Q1456
2325,2325,12099,FL,Palm Beach County,1,178918,Q484294,Q812
2326,2326,40001,OK,Adair County,6,6347,Q346959,Q1649
2327,2327,1055,AL,Etowah County,3,17624,N/A,Q173
2328,2328,13185,GA,Lowndes County,3,23936,Q493134,Q1428
2329,2329,13291,GA,Union County,9,3483,Q491547,Q1428
2330,2330,18069,IN,Huntington County,6,3880,Q507472,Q1415
2331,2331,1111,AL,Randolph County,6,4839,N/A,Q173
2332,2332,17099,IL,La Salle County,4,14193,Q487003,Q1204
2333,2333,8125,CO,Yuma County,7,1207,N/A,Q1261
2334,2334,48427,TX,Starr County,4,25257,Q26762,Q1439
2335,2335,26103,MI,Marquette County,5,9419,Q498155,Q1166
2336,2336,48485,TX,Wichita County,3,20099,Q115433,Q1439
2337,2337,17071,IL,Henderson County,9,794,Q486444,Q1204
2338,2338,39037,OH,Darke County,6,5438,Q485592,Q1397
2339,2339,26111,MI,Midland County,4,7771,Q74661,Q1166
2340,2340,21125,KY,Laurel County,7,13782,Q503516,Q1603
2341,2341,12045,FL,Gulf County,6,2958,Q488461,Q812
2342,2342,1095,AL,Marshall County,4,19703,N/A,Q173
2343,2343,5001,AR,Arkansas County,6,3237,N/A,Q1612
2344,2344,21185,KY,Oldham County,1,3582,Q505515,Q1603
2345,2345,42097,PA,Northumberland County,4,12924,Q494164,Q1400
2346,2346,42047,PA,Elk County,7,3025,Q494254,Q1400
2347,2347,22075,LA,Plaquemines Parish,1,3575,Q503864,Q1588
2348,2348,47151,TN,Scott County,6,4755,Q502054,Q1509
2349,2349,42117,PA,Tioga County,6,5289,Q495613,Q1400
2350,2350,36029,NY,Erie County,1,126912,Q114843,Q1384
2351,2351,32027,NV,Pershing County,8,847,Q484342,Q1227
2352,2352,21229,KY,Washington County,8,1851,Q502929,Q1603
2353,2353,37169,NC,Stokes County,2,5664,Q506682,Q1454
2354,2354,13287,GA,Turner County,6,2329,Q498336,Q1428
2355,2355,42085,PA,Mercer County,2,17133,Q497216,Q1400
2356,2356,28067,MS,Jones County,4,13630,Q130008,Q1494
2357,2357,53045,WA,Mason County,6,8830,Q111904,Q1223
2358,2358,17029,IL,Coles County,5,9348,Q112137,Q1204
2359,2359,29025,MO,Caldwell County,1,1121,Q484505,Q1581
2360,2360,47081,TN,Hickman County,1,4754,Q502047,Q1509
2361,2361,1121,AL,Talladega County,4,13864,N/A,Q173
2362,2362,51131,VA,Northampton County,9,2418,Q49290,Q1370
2363,2363,17165,IL,Saline County,7,4795,Q484224,Q1204
2364,2364,4003,AZ,Cochise County,4,25424,N/A,Q816
2365,2365,17155,IL,Putnam County,8,448,Q494579,Q1204
2366,2366,37007,NC,Anson County,1,5716,Q497830,Q1454
2367,2367,8081,CO,Moffat County,7,1676,N/A,Q1261
2368,2368,31143,NE,Polk County,9,408,Q496077,Q1553
2369,2369,12089,FL,Nassau County,1,8242,Q488818,Q812
2370,2370,20035,KS,Cowley County,4,4706,Q376464,Q1558
2371,2371,37103,NC,Jones County,8,2088,Q502492,Q1454
2372,2372,38021,ND,Dickey County,9,527,Q28488,Q1207
2373,2373,47003,TN,Bedford County,6,6885,Q495052,Q1509
2374,2374,18139,IN,Rush County,6,2277,Q506512,Q1415
2375,2375,40067,OK,Jefferson County,8,1346,Q485024,Q1649
2376,2376,48457,TX,Tyler County,6,3548,Q26502,Q1439
2377,2377,1085,AL,Lowndes County,2,3252,N/A,Q173
2378,2378,40097,OK,Mayes County,6,7066,Q495937,Q1649
2379,2379,6047,CA,Merced County,3,53417,N/A,Q99
2380,2380,28157,MS,Wilkinson County,8,2798,Q486513,Q1494
2381,2381,39127,OH,Perry County,6,6029,Q489586,Q1397
2382,2382,2016,AK,Aleutians West Census Area,7,438,N/A,Q797
2383,2383,36107,NY,Tioga County,2,6141,Q56154,Q1384
2384,2384,47137,TN,Pickett County,9,856,Q494776,Q1509
2385,2385,41059,OR,Umatilla County,5,11369,Q495344,Q824
2386,2386,5063,AR,Independence County,7,5727,N/A,Q1612
2387,2387,19027,IA,Carroll County,7,1762,Q430113,Q1546
2388,2388,40111,OK,Okmulgee County,2,7817,Q495930,Q1649
2389,2389,40007,OK,Beaver County,9,614,Q485047,Q1649
2390,2390,18135,IN,Randolph County,6,3801,Q506552,Q1415
2391,2391,15001,HI,Hawaii County,5,29962,Q487334,Q782
2392,2392,21065,KY,Estill County,6,3852,Q486071,Q1603
2393,2393,46089,SD,McPherson County,9,340,Q368006,Q1211
2394,2394,5119,AR,Pulaski County,2,66302,N/A,Q1612
2395,2395,8017,CO,Cheyenne County,9,252,N/A,Q1261
2396,2396,27047,MN,Freeborn County,7,3267,Q491144,Q1527
2397,2397,38067,ND,Pembina County,9,629,Q48920,Q1207
2398,2398,13131,GA,Grady County,6,5169,Q492061,Q1428
2399,2399,27101,MN,Murray County,9,757,Q497482,Q1527
2400,2400,40041,OK,Delaware County,6,7294,Q484752,Q1649
2401,2401,27043,MN,Faribault County,7,1584,Q486187,Q1527
2402,2402,55001,WI,Adams County,8,2624,Q351887,Q1537
2403,2403,40051,OK,Grady County,1,7032,Q484600,Q1649
2404,2404,13107,GA,Emanuel County,7,5911,Q111894,Q1428
2405,2405,39171,OH,Williams County,7,3496,Q483923,Q1397
2406,2406,16065,ID,Madison County,6,9274,Q491456,Q1221
2407,2407,48141,TX,El Paso County,2,186707,Q108494,Q1439
2408,2408,51111,VA,Lunenburg County,9,2231,Q508192,Q1370
2409,2409,36053,NY,Madison County,2,7421,Q115166,Q1384
2410,2410,18143,IN,Scott County,6,3690,Q366871,Q1415
2411,2411,13013,GA,Barrow County,1,9888,Q486838,Q1428
2412,2412,6109,CA,Tuolumne County,4,7781,N/A,Q99
2413,2413,48421,TX,Sherman County,9,397,Q114423,Q1439
2414,2414,38001,ND,Adams County,9,216,Q28316,Q1207
2415,2415,8055,CO,Huerfano County,6,1425,N/A,Q1261
2416,2416,18159,IN,Tipton County,3,1268,Q507336,Q1415
2417,2417,40081,OK,Lincoln County,1,5477,Q495899,Q1649
2418,2418,13113,GA,Fayette County,1,6671,Q501115,Q1428
2419,2419,17169,IL,Schuyler County,7,823,Q491026,Q1204
2420,2420,8019,CO,Clear Creek County,1,753,N/A,Q1261
2421,2421,40153,OK,Woodward County,7,2451,Q489447,Q1649
2422,2422,29197,MO,Schuyler County,9,852,Q497953,Q1581
2423,2423,40035,OK,Craig County,6,2423,Q490799,Q1649
2424,2424,39089,OH,Licking County,1,19680,Q490150,Q1397
2425,2425,48447,TX,Throckmorton County,9,228,Q113854,Q1439
2426,2426,48343,TX,Morris County,6,2489,Q156388,Q1439
2427,2427,51107,VA,Loudoun County,1,13511,Q495310,Q1370
2428,2428,13135,GA,Gwinnett County,1,102033,Q490065,Q1428
2429,2429,28149,MS,Warren County,4,11200,Q156411,Q1494
2430,2430,18051,IN,Gibson County,2,3532,Q506168,Q1415
2431,2431,47175,TN,Van Buren County,9,1063,Q501964,Q1509
2432,2432,48441,TX,Taylor County,3,22228,Q490287,Q1439
2433,2433,39023,OH,Clark County,3,20643,Q485558,Q1397
2434,2434,37035,NC,Catawba County,2,19537,Q502483,Q1454
2435,2435,22123,LA,West Carroll Parish,9,2535,Q1139827,Q1588
2436,2436,2170,AK,Matanuska-Susitna Borough,2,9641,N/A,Q797
2437,2437,48499,TX,Wood County,6,5559,Q112652,Q1439
2438,2438,28131,MS,Stone County,3,3367,Q490255,Q1494
2439,2439,37019,NC,Brunswick County,2,17406,Q504329,Q1454
2440,2440,31041,NE,Custer County,7,1236,Q490671,Q1553
2441,2441,38033,ND,Golden Valley County,9,173,Q48926,Q1207
2442,2442,13189,GA,McDuffie County,2,4824,Q492066,Q1428
2443,2443,13275,GA,Thomas County,4,9359,Q498327,Q1428
2444,2444,13047,GA,Catoosa County,2,8505,Q260871,Q1428
2445,2445,13005,GA,Bacon County,7,2524,Q488219,Q1428
2446,2446,48061,TX,Cameron County,2,121665,Q27051,Q1439
2447,2447,40055,OK,Greer County,7,1295,Q111968,Q1649
2448,2448,30083,MT,Richland County,7,859,Q496716,Q1212
2449,2449,54005,WV,Boone County,2,5466,Q490925,Q1371
2450,2450,17199,IL,Williamson County,5,10423,Q486453,Q1204
2451,2451,26031,MI,Cheboygan County,7,4486,Q491889,Q1166
2452,2452,1125,AL,Tuscaloosa County,3,34384,N/A,Q173
2453,2453,19139,IA,Muscatine County,4,4540,Q491390,Q1546
2454,2454,51135,VA,Nottoway County,6,3042,Q515220,Q1370
2455,2455,48153,TX,Floyd County,6,1339,Q110528,Q1439
2456,2456,26075,MI,Jackson County,3,20352,Q497702,Q1166
2457,2457,6085,CA,Santa Clara County,1,175627,N/A,Q99
2458,2458,40137,OK,Stephens County,4,7254,Q495581,Q1649
2459,2459,12117,FL,Seminole County,1,51750,Q280596,Q812
2460,2460,36005,NY,Bronx County,1,405516,Q18426,Q1384
2461,2461,48277,TX,Lamar County,4,9751,Q113313,Q1439
2462,2462,54027,WV,Hampshire County,3,3585,Q493610,Q1371
2463,2463,48403,TX,Sabine County,9,1779,Q26889,Q1439
2464,2464,50019,VT,Orleans County,7,4029,Q513758,Q16551
2465,2465,1019,AL,Cherokee County,8,4273,N/A,Q173
2466,2466,37121,NC,Mitchell County,9,2444,Q506337,Q1454
2467,2467,36033,NY,Franklin County,5,8235,Q115247,Q1384
2468,2468,18035,IN,Delaware County,3,23202,Q509798,Q1415
2469,2469,8031,CO,Denver County,1,95232,N/A,Q1261
2470,2470,30051,MT,Liberty County,9,467,Q496568,Q1212
2471,2471,13015,GA,Bartow County,1,15442,Q488181,Q1428
2472,2472,29211,MO,Sullivan County,9,1049,Q496475,Q1581
2473,2473,20085,KS,Jackson County,3,1173,Q377046,Q1558
2474,2474,38105,ND,Williams County,7,2292,Q28496,Q1207
2475,2475,47185,TN,White County,7,4624,Q501563,Q1509
2476,2476,25027,MA,Worcester County,2,75902,Q54093,Q771
2477,2477,37125,NC,Moore County,4,10766,Q507782,Q1454
2478,2478,18097,IN,Marion County,1,173996,Q506230,Q1415
2479,2479,1081,AL,Lee County,3,28139,N/A,Q173
2480,2480,19171,IA,Tama County,6,2063,Q119372,Q1546
2481,2481,13319,GA,Wilkinson County,8,1875,Q486317,Q1428
2482,2482,48223,TX,Hopkins County,6,5492,Q112115,Q1439
2483,2483,27127,MN,Redwood County,7,1359,Q485430,Q1527
2484,2484,22077,LA,Pointe Coupee Parish,2,4332,Q506951,Q1588
2485,2485,21089,KY,Greenup County,2,6131,Q500670,Q1603
2486,2486,12115,FL,Sarasota County,2,43904,Q501163,Q812
2487,2487,17157,IL,Randolph County,6,3850,Q486499,Q1204
2488,2488,12086,FL,Miami-Dade County,1,487700,Q468557,Q812
2489,2489,20171,KS,Scott County,7,370,Q376042,Q1558
2490,2490,27091,MN,Martin County,7,2363,Q284439,Q1527
2491,2491,21097,KY,Harrison County,6,2820,Q491970,Q1603
2492,2492,13179,GA,Liberty County,3,9184,Q487692,Q1428
2493,2493,28003,MS,Alcorn County,7,6175,Q111286,Q1494
2494,2494,48453,TX,Travis County,1,143948,Q110426,Q1439
2495,2495,29145,MO,Newton County,3,8251,Q489891,Q1581
2496,2496,26063,MI,Huron County,7,4409,Q74633,Q1166
2497,2497,39115,OH,Morgan County,6,2714,Q489599,Q1397
2498,2498,29157,MO,Perry County,7,1941,Q489901,Q1581
2499,2499,48385,TX,Real County,9,609,Q26710,Q1439
2500,2500,26051,MI,Gladwin County,6,4459,Q490642,Q1166
2501,2501,31103,NE,Keya Paha County,9,127,Q489735,Q1553
2502,2502,26055,MI,Grand Traverse County,5,8985,Q490647,Q1166
2503,2503,51510,VA,Alexandria city,1,16096,Q88,Q1370
2504,2504,2150,AK,Kodiak Island Borough,7,991,N/A,Q797
2505,2505,23003,ME,Aroostook County,7,10804,Q491046,Q724
2506,2506,19063,IA,Emmet County,7,1002,Q110482,Q1546
2507,2507,36061,NY,New York County,1,274651,Q11299,Q1384
2508,2508,41037,OR,Lake County,7,1122,Q495340,Q824
2509,2509,48471,TX,Walker County,4,12123,Q26883,Q1439
2510,2510,39137,OH,Putnam County,6,2796,Q278589,Q1397
2511,2511,5055,AR,Greene County,6,6709,N/A,Q1612
2512,2512,22067,LA,Morehouse Parish,6,7237,Q1125008,Q1588
2513,2513,20103,KS,Leavenworth County,1,6464,Q379660,Q1558
2514,2514,20093,KS,Kearny County,9,444,Q376034,Q1558
2515,2515,19081,IA,Hancock County,7,947,Q485448,Q1546
2516,2516,29109,MO,Lawrence County,6,5613,Q490116,Q1581
2517,2517,25007,MA,Dukes County,7,1302,Q54091,Q771
2518,2518,13249,GA,Schley County,8,942,Q387216,Q1428
2519,2519,55115,WI,Shawano County,6,4794,Q500838,Q1537
2520,2520,46081,SD,Lawrence County,6,2907,Q489099,Q1211
2521,2521,38025,ND,Dunn County,9,420,Q28503,Q1207
2522,2522,47025,TN,Claiborne County,6,7735,Q495017,Q1509
2523,2523,37149,NC,Polk County,8,2912,Q507892,Q1454
2524,2524,27153,MN,Todd County,6,2978,Q485370,Q1527
2525,2525,20025,KS,Clark County,9,231,Q376755,Q1558
2526,2526,19091,IA,Humboldt County,7,928,Q485455,Q1546
2527,2527,55021,WI,Columbia County,2,4561,Q493529,Q1537
2528,2528,48013,TX,Atascosa County,1,7867,Q108372,Q1439
2529,2529,31071,NE,Garfield County,9,249,Q489767,Q1553
2530,2530,48355,TX,Nueces County,2,53441,Q483893,Q1439
2531,2531,48323,TX,Maverick County,5,13759,Q113984,Q1439
2532,2532,48227,TX,Howard County,5,5478,Q111380,Q1439
2533,2533,17127,IL,Massac County,7,2972,Q486476,Q1204
2534,2534,5133,AR,Sevier County,7,3465,N/A,Q1612
2535,2535,1077,AL,Lauderdale County,3,13739,N/A,Q173
2536,2536,54009,WV,Brooke County,3,2955,Q490937,Q1371
2537,2537,18045,IN,Fountain County,6,2145,Q505354,Q1415
2538,2538,2290,AK,Yukon-Koyukuk Census Area,8,1266,N/A,Q797
2539,2539,55091,WI,Pepin County,8,823,Q505868,Q1537
2540,2540,24039,MD,Somerset County,3,4992,Q511135,Q1391
2541,2541,48147,TX,Fannin County,6,5015,Q111593,Q1439
2542,2542,48377,TX,Presidio County,7,1677,Q113962,Q1439
2543,2543,36011,NY,Cayuga County,4,9236,Q115182,Q1384
2544,2544,22097,LA,St. Landry Parish,4,21994,Q507099,Q1588
2545,2545,27033,MN,Cottonwood County,7,1346,Q110684,Q1527
2546,2546,6071,CA,San Bernardino County,1,369012,N/A,Q99
2547,2547,13261,GA,Sumter County,6,8290,Q503076,Q1428
2548,2548,31065,NE,Furnas County,9,656,Q496169,Q1553
2549,2549,13239,GA,Quitman County,9,632,Q498684,Q1428
2550,2550,48159,TX,Franklin County,8,1659,Q110624,Q1439
2551,2551,36069,NY,Ontario County,1,10240,Q115025,Q1384
2552,2552,27161,MN,Waseca County,7,1661,Q490652,Q1527
2553,2553,29085,MO,Hickory County,8,1767,Q490360,Q1581
2554,2554,46063,SD,Harding County,9,143,Q492493,Q1211
2555,2555,51071,VA,Giles County,3,2032,Q951290,Q1370
2556,2556,39079,OH,Jackson County,7,5780,Q738043,Q1397
2557,2557,29127,MO,Marion County,5,4000,Q490029,Q1581
2558,2558,25013,MA,Hampden County,2,74898,Q54160,Q771
2559,2559,28043,MS,Grenada County,7,4720,Q490869,Q1494
2560,2560,41031,OR,Jefferson County,6,3838,Q253186,Q824
2561,2561,48241,TX,Jasper County,6,6652,Q110575,Q1439
2562,2562,31057,NE,Dundy County,9,223,Q484325,Q1553
2563,2563,24023,MD,Garrett County,6,3692,Q501236,Q1391
2564,2564,29131,MO,Miller County,6,4040,Q490108,Q1581
2565,2565,48045,TX,Briscoe County,9,226,Q109165,Q1439
2566,2566,20143,KS,Ottawa County,9,618,Q374950,Q1558
2567,2567,18119,IN,Owen County,3,2827,Q512767,Q1415
2568,2568,6107,CA,Tulare County,2,112387,N/A,Q99
2569,2569,18083,IN,Knox County,4,5952,Q512746,Q1415
2570,2570,56029,WY,Park County,7,3173,Q156385,Q1214
2571,2571,22099,LA,St. Martin Parish,3,9830,Q512868,Q1588
2572,2572,53039,WA,Klickitat County,6,3269,Q820502,Q1223
2573,2573,47047,TN,Fayette County,1,5655,Q502360,Q1509
2574,2574,24047,MD,Worcester County,4,5792,Q494072,Q1391
2575,2575,21157,KY,Marshall County,7,3734,Q498141,Q1603
2576,2576,40063,OK,Hughes County,7,2978,Q489327,Q1649
2577,2577,21151,KY,Madison County,4,17680,Q501172,Q1603
2578,2578,22121,LA,West Baton Rouge Parish,2,4231,Q145006,Q1588
2579,2579,29031,MO,Cape Girardeau County,5,11371,Q484740,Q1581
2580,2580,48149,TX,Fayette County,6,2750,Q110755,Q1439
2581,2581,20005,KS,Atchison County,6,2398,Q376086,Q1558
2582,2582,5075,AR,Lawrence County,6,3207,N/A,Q1612
2583,2583,55067,WI,Langlade County,6,2681,Q495326,Q1537
2584,2584,19135,IA,Monroe County,7,968,Q485984,Q1546
2585,2585,18053,IN,Grant County,4,12585,Q506722,Q1415
2586,2586,53049,WA,Pacific County,7,3578,Q483990,Q1223
2587,2587,47161,TN,Stewart County,3,2144,Q501954,Q1509
2588,2588,8049,CO,Grand County,8,1220,N/A,Q1261
2589,2589,2100,AK,Haines Borough,9,257,N/A,Q797
2590,2590,47141,TN,Putnam County,4,14046,Q495045,Q1509
2591,2591,13027,GA,Brooks County,3,3854,Q488175,Q1428
2592,2592,48297,TX,Live Oak County,6,1874,Q114043,Q1439
2593,2593,41045,OR,Malheur County,6,6222,Q495414,Q824
2594,2594,51683,VA,Manassas city,1,3980,Q511876,Q1370
2595,2595,13029,GA,Bryan County,2,3456,Q486848,Q1428
2596,2596,27115,MN,Pine County,6,3306,Q485509,Q1527
2597,2597,48203,TX,Harrison County,4,11328,Q110904,Q1439
2598,2598,37039,NC,Cherokee County,9,5057,Q484664,Q1454
2599,2599,17013,IL,Calhoun County,1,585,Q111633,Q1204
2600,2600,39145,OH,Scioto County,4,16051,Q485646,Q1397
2601,2601,26143,MI,Roscommon County,7,4129,Q506987,Q1166
2602,2602,35061,NM,Valencia County,2,13746,Q487283,Q1522
2603,2603,19179,IA,Wapello County,5,5634,Q485467,Q1546
2604,2604,55003,WI,Ashland County,7,2179,Q494931,Q1537
2605,2605,45033,SC,Dillon County,6,7757,Q502404,Q1456
2606,2606,29143,MO,New Madrid County,7,4381,Q489779,Q1581
